t_dat,customer_id,article_id,price
2020-07-21,U00463,1000009,23.99
2020-05-05,U00014,1000066,79.23
2020-05-22,U00281,1000045,65.56
2020-01-24,U00248,1000005,10.2
2020-02-11,U00308,1000076,86.51
2020-07-12,U00343,1000168,88.26
2020-07-27,U00370,1000035,27.19
2020-10-24,U00256,1000030,54.06
2020-10-25,U00476,1000134,28.67
2020-02-08,U00307,1000031,77.68
2020-06-11,U00426,1000149,74.3
2020-12-24,U00120,1000108,25.49
2020-02-06,U00109,1000070,46.31
2020-05-28,U00301,1000014,51.09
2020-06-23,U00485,1000028,34.75
2020-07-16,U00349,1000063,95.55
2020-03-12,U00243,1000183,39.57
2020-05-01,U00330,1000155,8.27
2020-12-22,U00409,1000013,69.92
2020-11-08,U00129,1000141,41.16
2020-11-23,U00185,1000175,16.47
2020-04-28,U00226,1000099,5.74
2020-07-09,U00154,1000023,93.01
2020-04-10,U00107,1000041,91.09
2020-11-11,U00450,1000196,65.58
2020-01-09,U00443,1000020,82.38
2020-08-16,U00377,1000105,92.09
2020-06-23,U00216,1000025,82.49
2020-12-09,U00259,1000016,38.07
2020-10-24,U00416,1000140,74.35
2020-08-23,U00014,1000195,9.9
2020-11-06,U00322,1000113,79.36
2020-03-01,U00205,1000051,64.06
2020-06-19,U00042,1000028,19.84
2020-09-23,U00496,1000196,83.08
2020-03-28,U00304,1000175,43.57
2020-06-15,U00244,1000188,17.55
2020-03-22,U00303,1000083,80.16
2020-04-03,U00212,1000094,22.1
2020-07-27,U00452,1000146,26.1
2020-01-18,U00331,1000156,63.9
2020-02-15,U00101,1000067,70.92
2020-03-02,U00205,1000158,45.32
2020-05-05,U00045,1000094,20.99
2020-10-04,U00007,1000183,54.43
2020-08-27,U00344,1000126,16.14
2020-12-07,U00097,1000068,32.07
2020-08-13,U00066,1000110,85.5
2020-10-07,U00421,1000072,73.31
2020-04-14,U00092,1000104,79.49
2020-01-10,U00499,1000067,27.14
2020-08-08,U00189,1000149,69.32
2020-08-03,U00005,1000120,17.52
2020-06-23,U00203,1000175,24.95
2020-07-23,U00216,1000188,61.14
2020-02-04,U00285,1000015,9.9
2020-04-16,U00465,1000090,98.69
2020-11-26,U00306,1000181,75.33
2020-01-01,U00129,1000129,63.25
2020-05-13,U00343,1000094,17.43
2020-09-02,U00297,1000045,29.47
2020-09-16,U00476,1000086,87.52
2020-03-03,U00162,1000181,54.86
2020-03-09,U00059,1000080,9.15
2020-03-16,U00446,1000071,75.3
2020-07-10,U00462,1000067,62.62
2020-05-17,U00160,1000111,88.91
2020-06-24,U00251,1000195,94.3
2020-09-28,U00472,1000168,64.85
2020-08-02,U00096,1000038,10.13
2020-03-02,U00240,1000066,20.37
2020-08-14,U00059,1000126,8.83
2020-06-23,U00287,1000124,48.03
2020-02-28,U00368,1000037,16.62
2020-02-07,U00444,1000072,21.98
2020-03-24,U00260,1000069,57.95
2020-11-19,U00108,1000149,98.81
2020-01-17,U00392,1000146,21.97
2020-02-08,U00393,1000127,68.63
2020-06-01,U00145,1000174,97.25
2020-02-13,U00191,1000151,92.34
2020-02-27,U00165,1000039,7.71
2020-08-27,U00362,1000168,50.11
2020-11-09,U00304,1000168,5.55
2020-01-21,U00318,1000115,35.54
2020-12-24,U00464,1000145,17.16
2020-01-26,U00329,1000072,35.38
2020-01-24,U00036,1000140,94.48
2020-07-03,U00204,1000065,21.73
2020-07-03,U00010,1000053,20.32
2020-07-10,U00331,1000192,94.72
2020-03-04,U00152,1000125,80.3
2020-12-26,U00471,1000079,89.95
2020-10-05,U00183,1000170,14.03
2020-06-17,U00102,1000125,46.87
2020-07-16,U00137,1000144,61.43
2020-02-25,U00216,1000094,62.7
2020-07-21,U00218,1000023,8.8
2020-06-15,U00346,1000057,65.88
2020-12-05,U00476,1000126,54.56
2020-11-17,U00042,1000074,49.01
2020-02-26,U00244,1000076,18.97
2020-03-22,U00462,1000076,84.1
2020-09-14,U00151,1000145,9.49
2020-02-02,U00262,1000027,53.0
2020-07-04,U00237,1000169,72.71
2020-05-12,U00130,1000149,12.69
2020-09-01,U00058,1000189,67.19
2020-03-26,U00093,1000100,9.25
2020-07-23,U00152,1000080,60.2
2020-08-25,U00343,1000115,63.64
2020-05-11,U00494,1000047,24.84
2020-02-24,U00309,1000066,86.93
2020-02-14,U00273,1000004,5.55
2020-02-01,U00087,1000167,49.85
2020-12-13,U00444,1000168,95.79
2020-10-24,U00249,1000077,63.14
2020-10-12,U00353,1000172,95.54
2020-11-13,U00411,1000077,13.24
2020-03-01,U00097,1000028,81.7
2020-12-07,U00439,1000006,24.67
2020-11-05,U00332,1000061,45.96
2020-11-28,U00404,1000137,22.95
2020-05-25,U00237,1000037,49.55
2020-01-04,U00085,1000039,74.45
2020-08-16,U00241,1000005,85.82
2020-10-08,U00103,1000075,58.53
2020-07-02,U00170,1000002,14.65
2020-12-14,U00212,1000126,74.29
2020-10-24,U00283,1000074,8.48
2020-07-16,U00262,1000151,73.11
2020-11-27,U00444,1000124,26.8
2020-01-17,U00009,1000108,59.18
2020-09-03,U00137,1000165,44.21
2020-08-04,U00253,1000159,93.26
2020-06-15,U00357,1000111,6.96
2020-05-24,U00098,1000120,37.32
2020-04-17,U00112,1000150,90.45
2020-06-20,U00436,1000183,66.75
2020-03-10,U00370,1000182,41.69
2020-07-27,U00481,1000172,66.34
2020-06-26,U00241,1000041,63.45
2020-05-23,U00383,1000022,67.7
2020-03-06,U00102,1000040,61.94
2020-02-26,U00212,1000126,33.54
2020-04-18,U00024,1000004,38.73
2020-05-12,U00346,1000040,21.42
2020-09-02,U00413,1000016,36.75
2020-02-20,U00116,1000030,57.83
2020-08-09,U00174,1000090,77.32
2020-09-09,U00458,1000038,85.22
2020-09-20,U00342,1000026,71.4
2020-08-26,U00234,1000193,15.43
2020-02-26,U00312,1000156,78.52
2020-02-27,U00287,1000010,52.69
2020-03-21,U00060,1000052,90.63
2020-03-24,U00149,1000181,46.5
2020-09-16,U00375,1000025,19.5
2020-06-11,U00419,1000035,16.56
2020-04-15,U00496,1000106,77.31
2020-01-08,U00427,1000121,37.08
2020-09-06,U00043,1000068,40.01
2020-07-12,U00322,1000170,28.07
2020-09-14,U00403,1000058,17.97
2020-07-14,U00470,1000104,89.42
2020-09-26,U00349,1000092,93.71
2020-08-05,U00394,1000002,72.46
2020-09-03,U00043,1000086,34.59
2020-03-14,U00031,1000100,76.36
2020-11-21,U00077,1000147,10.43
2020-11-23,U00409,1000169,87.33
2020-05-14,U00205,1000174,70.87
2020-05-24,U00380,1000080,90.47
2020-01-27,U00143,1000135,62.38
2020-03-23,U00206,1000114,65.52
2020-09-20,U00403,1000158,66.29
2020-12-12,U00454,1000166,43.02
2020-04-10,U00043,1000009,55.52
2020-07-24,U00368,1000189,87.71
2020-09-18,U00145,1000054,13.73
2020-09-10,U00266,1000087,76.16
2020-03-01,U00014,1000138,60.7
2020-04-27,U00396,1000077,73.29
2020-09-04,U00374,1000015,84.11
2020-05-21,U00259,1000090,16.64
2020-11-04,U00229,1000076,58.81
2020-01-15,U00173,1000060,80.71
2020-10-19,U00365,1000160,67.56
2020-10-08,U00179,1000076,31.75
2020-12-19,U00344,1000035,72.15
2020-09-24,U00126,1000026,35.82
2020-10-07,U00421,1000199,38.96
2020-02-05,U00364,1000108,82.87
2020-02-03,U00031,1000108,88.52
2020-08-07,U00228,1000019,39.71
2020-09-13,U00301,1000143,53.78
2020-07-28,U00135,1000149,51.89
2020-07-15,U00352,1000125,73.78
2020-07-27,U00083,1000036,52.54
2020-08-23,U00234,1000033,95.99
2020-09-28,U00270,1000030,70.28
2020-08-16,U00016,1000191,19.74
2020-09-12,U00471,1000030,61.55
2020-07-04,U00061,1000094,58.75
2020-01-17,U00078,1000030,39.92
2020-06-10,U00150,1000124,7.63
2020-03-05,U00401,1000150,44.65
2020-05-10,U00110,1000046,82.0
2020-08-01,U00062,1000140,37.77
2020-01-14,U00246,1000146,34.11
2020-08-11,U00400,1000096,49.67
2020-12-27,U00310,1000033,76.62
2020-09-21,U00235,1000194,47.29
2020-08-05,U00443,1000186,35.57
2020-10-22,U00319,1000104,41.4
2020-07-11,U00276,1000011,95.06
2020-08-24,U00142,1000165,13.32
2020-03-23,U00012,1000146,64.23
2020-12-10,U00287,1000165,16.64
2020-09-03,U00098,1000158,55.93
2020-01-19,U00267,1000048,75.55
2020-09-01,U00061,1000168,93.0
2020-03-01,U00140,1000052,28.06
2020-12-27,U00454,1000148,46.76
2020-09-20,U00164,1000102,60.36
2020-08-28,U00478,1000005,36.96
2020-03-14,U00012,1000135,34.83
2020-05-03,U00058,1000025,55.93
2020-05-05,U00093,1000065,77.22
2020-03-10,U00487,1000104,68.79
2020-01-20,U00492,1000083,22.06
2020-12-02,U00152,1000099,14.28
2020-03-14,U00457,1000082,29.25
2020-02-02,U00103,1000061,75.7
2020-10-08,U00252,1000130,75.72
2020-07-04,U00137,1000015,34.92
2020-09-14,U00033,1000123,7.72
2020-11-08,U00467,1000004,30.3
2020-10-22,U00051,1000063,76.72
2020-11-26,U00064,1000077,58.42
2020-08-03,U00433,1000162,52.04
2020-03-12,U00276,1000043,78.51
2020-09-14,U00492,1000142,47.46
2020-01-27,U00237,1000158,32.19
2020-03-01,U00030,1000123,30.69
2020-05-27,U00348,1000097,98.93
2020-11-07,U00299,1000130,31.44
2020-03-24,U00273,1000144,11.57
2020-02-13,U00357,1000031,83.07
2020-12-18,U00143,1000110,24.82
2020-09-26,U00162,1000174,93.87
2020-11-09,U00385,1000181,47.56
2020-04-22,U00164,1000087,24.8
2020-10-11,U00008,1000177,17.57
2020-01-20,U00243,1000001,89.74
2020-11-06,U00211,1000142,89.16
2020-12-16,U00390,1000100,55.58
2020-11-21,U00039,1000137,7.91
2020-11-15,U00344,1000031,38.18
2020-07-27,U00307,1000091,41.35
2020-12-01,U00063,1000118,39.83
2020-04-15,U00004,1000056,74.86
2020-05-22,U00471,1000181,38.64
2020-02-27,U00314,1000160,33.5
2020-12-08,U00119,1000126,95.93
2020-01-09,U00252,1000180,71.45
2020-04-01,U00100,1000163,42.23
2020-05-19,U00256,1000126,21.02
2020-04-22,U00378,1000144,68.18
2020-10-19,U00089,1000016,60.29
2020-12-03,U00065,1000066,92.75
2020-04-17,U00373,1000070,23.03
2020-11-01,U00496,1000177,68.71
2020-10-09,U00348,1000143,88.01
2020-01-14,U00328,1000172,93.65
2020-01-28,U00480,1000082,45.66
2020-07-09,U00062,1000174,53.72
2020-08-12,U00264,1000194,9.09
2020-12-08,U00024,1000071,91.33
2020-09-15,U00161,1000001,41.83
2020-06-03,U00450,1000146,80.92
2020-12-08,U00353,1000108,95.03
2020-04-07,U00084,1000084,34.22
2020-11-21,U00049,1000007,50.12
2020-01-19,U00408,1000160,92.9
2020-05-08,U00055,1000121,27.41
2020-06-27,U00027,1000085,53.85
2020-04-03,U00397,1000153,63.24
2020-02-21,U00228,1000148,16.73
2020-01-02,U00193,1000080,88.67
2020-12-03,U00400,1000032,10.83
2020-08-02,U00154,1000156,63.86
2020-02-04,U00346,1000014,57.57
2020-05-28,U00195,1000102,14.01
2020-07-08,U00442,1000153,79.02
2020-10-01,U00232,1000098,48.64
2020-07-20,U00317,1000025,36.92
2020-11-26,U00013,1000116,53.62
2020-10-07,U00055,1000026,6.16
2020-12-03,U00303,1000049,90.01
2020-03-21,U00260,1000065,38.41
2020-08-24,U00317,1000113,22.48
2020-03-26,U00022,1000015,17.0
2020-10-14,U00262,1000166,75.91
2020-05-19,U00453,1000138,77.9
2020-03-16,U00158,1000154,37.23
2020-06-01,U00265,1000150,66.82
2020-03-02,U00121,1000129,82.0
2020-09-28,U00027,1000108,37.32
2020-04-21,U00465,1000051,78.81
2020-06-07,U00341,1000121,70.31
2020-08-20,U00354,1000084,85.09
2020-10-11,U00315,1000076,44.36
2020-03-04,U00232,1000010,51.62
2020-01-21,U00114,1000177,26.65
2020-10-07,U00122,1000123,74.05
2020-06-26,U00378,1000096,24.3
2020-03-27,U00003,1000092,5.93
2020-06-01,U00284,1000029,18.39
2020-08-07,U00323,1000149,90.79
2020-06-02,U00499,1000007,23.72
2020-05-06,U00112,1000067,72.57
2020-06-28,U00283,1000062,21.78
2020-01-06,U00431,1000067,90.6
2020-01-27,U00346,1000035,40.62
2020-02-11,U00479,1000053,33.68
2020-04-12,U00414,1000095,67.13
2020-09-26,U00319,1000111,87.57
2020-02-04,U00073,1000033,79.72
2020-04-18,U00193,1000177,40.18
2020-10-14,U00325,1000062,91.58
2020-10-19,U00096,1000137,32.65
2020-03-11,U00126,1000013,64.17
2020-05-28,U00064,1000130,96.03
2020-08-07,U00372,1000020,78.76
2020-11-20,U00033,1000042,52.81
2020-11-25,U00260,1000095,51.87
2020-08-06,U00164,1000182,40.14
2020-12-16,U00366,1000126,49.53
2020-10-13,U00326,1000149,66.08
2020-04-08,U00458,1000051,47.5
2020-04-13,U00111,1000078,44.95
2020-07-19,U00080,1000095,28.93
2020-02-05,U00384,1000021,32.73
2020-09-12,U00117,1000149,8.87
2020-09-20,U00172,1000109,47.41
2020-07-14,U00188,1000127,34.8
2020-07-01,U00091,1000113,26.98
2020-11-03,U00183,1000021,32.68
2020-09-17,U00279,1000164,12.35
2020-05-08,U00050,1000030,11.71
2020-01-18,U00102,1000085,23.48
2020-06-09,U00154,1000190,81.66
2020-11-28,U00140,1000048,71.33
2020-03-28,U00385,1000183,74.54
2020-05-01,U00394,1000076,31.49
2020-06-26,U00206,1000103,82.25
2020-11-01,U00241,1000167,53.19
2020-03-28,U00203,1000058,26.33
2020-12-07,U00242,1000059,53.49
2020-09-25,U00239,1000184,81.55
2020-06-26,U00043,1000080,84.51
2020-07-25,U00482,1000178,44.26
2020-08-15,U00436,1000142,7.83
2020-03-19,U00447,1000032,33.72
2020-12-01,U00255,1000168,83.42
2020-06-08,U00214,1000108,69.46
2020-07-25,U00398,1000176,55.53
2020-06-19,U00011,1000145,78.82
2020-03-05,U00487,1000084,58.41
2020-10-20,U00293,1000100,97.14
2020-04-13,U00032,1000136,41.32
2020-08-04,U00168,1000145,95.42
2020-11-10,U00047,1000043,14.81
2020-09-06,U00016,1000176,61.72
2020-01-06,U00101,1000017,90.67
2020-07-10,U00105,1000059,32.36
2020-09-03,U00232,1000014,39.65
2020-01-06,U00167,1000105,41.76
2020-02-05,U00274,1000107,49.96
2020-02-13,U00489,1000052,17.21
2020-04-10,U00221,1000181,67.49
2020-03-20,U00294,1000079,60.22
2020-09-23,U00350,1000117,30.89
2020-01-05,U00228,1000016,82.51
2020-10-26,U00126,1000134,35.92
2020-10-16,U00235,1000118,59.16
2020-12-03,U00147,1000165,87.81
2020-08-12,U00358,1000182,79.48
2020-07-20,U00421,1000044,44.01
2020-03-20,U00375,1000110,48.04
2020-11-06,U00357,1000145,13.98
2020-12-02,U00122,1000040,30.73
2020-11-18,U00149,1000170,91.13
2020-12-24,U00369,1000055,90.42
2020-07-25,U00283,1000031,98.56
2020-02-25,U00053,1000129,77.05
2020-06-14,U00230,1000042,28.76
2020-09-02,U00236,1000006,11.88
2020-12-22,U00383,1000118,40.83
2020-12-13,U00438,1000049,42.29
2020-01-09,U00058,1000181,91.21
2020-06-22,U00383,1000118,50.57
2020-02-03,U00280,1000168,27.78
2020-08-05,U00241,1000071,84.11
2020-03-27,U00009,1000155,14.45
2020-05-04,U00273,1000189,41.74
2020-02-22,U00390,1000002,68.67
2020-03-15,U00183,1000045,25.37
2020-01-22,U00272,1000055,46.55
2020-01-27,U00325,1000133,65.26
2020-12-22,U00459,1000026,41.72
2020-05-15,U00026,1000153,5.44
2020-07-25,U00103,1000063,40.22
2020-04-07,U00046,1000004,44.64
2020-01-11,U00420,1000049,68.92
2020-02-08,U00490,1000024,79.91
2020-11-06,U00370,1000042,9.14
2020-09-04,U00417,1000083,35.33
2020-11-07,U00319,1000053,92.83
2020-07-14,U00061,1000059,25.1
2020-06-11,U00088,1000003,42.8
2020-06-01,U00199,1000054,48.12
2020-02-22,U00417,1000071,66.09
2020-06-02,U00034,1000055,43.64
2020-10-16,U00052,1000182,55.4
2020-10-06,U00128,1000024,61.39
2020-11-23,U00198,1000173,91.91
2020-12-05,U00170,1000044,64.72
2020-12-11,U00435,1000170,50.32
2020-06-01,U00311,1000149,47.2
2020-09-21,U00379,1000059,52.32
2020-12-01,U00119,1000005,62.94
2020-02-10,U00121,1000188,45.28
2020-04-20,U00040,1000015,17.93
2020-08-10,U00103,1000038,40.32
2020-11-02,U00121,1000185,61.22
2020-08-24,U00449,1000084,17.62
2020-06-21,U00402,1000194,8.72
2020-07-21,U00416,1000073,75.55
2020-04-28,U00375,1000084,37.22
2020-04-18,U00027,1000170,97.91
2020-11-23,U00368,1000056,62.16
2020-07-17,U00164,1000046,46.58
2020-01-03,U00445,1000125,11.58
2020-04-02,U00324,1000036,93.2
2020-03-03,U00088,1000151,56.59
2020-04-08,U00259,1000020,45.07
2020-08-10,U00084,1000184,23.57
2020-07-06,U00310,1000063,33.49
2020-10-15,U00495,1000162,23.93
2020-08-03,U00486,1000092,42.43
2020-03-16,U00225,1000108,52.5
2020-12-14,U00389,1000039,82.04
2020-08-01,U00390,1000097,45.18
2020-02-25,U00464,1000076,60.95
2020-03-18,U00372,1000044,29.19
2020-08-10,U00232,1000072,40.26
2020-10-16,U00036,1000085,17.85
2020-08-07,U00079,1000048,5.39
2020-09-24,U00371,1000095,51.2
2020-07-13,U00496,1000190,40.08
2020-08-10,U00328,1000150,11.7
2020-01-04,U00197,1000144,20.26
2020-07-09,U00394,1000192,72.89
2020-09-23,U00250,1000162,69.72
2020-12-02,U00333,1000098,92.09
2020-12-08,U00124,1000122,8.24
2020-06-21,U00361,1000173,7.66
2020-11-21,U00075,1000066,61.91
2020-11-05,U00130,1000063,61.6
2020-11-27,U00082,1000003,15.97
2020-02-21,U00364,1000098,42.38
2020-10-03,U00265,1000048,87.34
2020-03-27,U00218,1000064,70.03
2020-09-18,U00337,1000097,60.09
2020-12-14,U00385,1000186,86.73
2020-02-21,U00293,1000198,79.97
2020-03-09,U00383,1000053,92.42
2020-07-23,U00157,1000001,97.78
2020-08-01,U00049,1000017,77.73
2020-07-17,U00213,1000167,32.1
2020-07-06,U00090,1000095,22.52
2020-03-07,U00249,1000046,52.25
2020-02-15,U00290,1000054,22.45
2020-01-24,U00093,1000194,23.04
2020-07-15,U00320,1000159,15.26
2020-11-06,U00040,1000075,13.06
2020-02-09,U00032,1000087,7.79
2020-04-16,U00248,1000172,76.49
2020-01-02,U00136,1000192,94.79
2020-11-19,U00404,1000010,14.1
2020-09-26,U00003,1000096,61.68
2020-05-16,U00242,1000193,36.68
2020-07-11,U00189,1000174,88.67
2020-06-27,U00122,1000092,67.52
2020-07-20,U00029,1000091,87.07
2020-02-01,U00233,1000178,42.77
2020-03-01,U00308,1000031,86.69
2020-05-23,U00384,1000063,39.63
2020-10-22,U00337,1000121,53.4
2020-11-07,U00001,1000163,95.01
2020-06-01,U00324,1000092,87.1
2020-12-11,U00347,1000113,26.95
2020-08-13,U00378,1000156,79.63
2020-06-14,U00480,1000121,97.77
2020-12-04,U00375,1000098,32.62
2020-04-23,U00073,1000133,87.37
2020-12-17,U00016,1000032,51.8
2020-02-10,U00426,1000172,98.65
2020-08-06,U00458,1000114,94.77
2020-08-22,U00276,1000061,27.88
2020-03-25,U00483,1000168,70.79
2020-02-14,U00366,1000007,20.06
2020-06-13,U00392,1000071,25.72
2020-05-22,U00243,1000171,16.57
2020-03-18,U00324,1000185,51.24
2020-12-11,U00446,1000057,92.59
2020-10-03,U00329,1000087,40.44
2020-12-24,U00376,1000185,40.88
2020-11-26,U00287,1000111,80.99
2020-04-09,U00059,1000074,13.24
2020-02-11,U00379,1000151,93.1
2020-12-04,U00293,1000094,16.98
2020-06-13,U00295,1000188,5.16
2020-01-19,U00274,1000048,84.63
2020-07-11,U00394,1000093,79.97
2020-03-17,U00339,1000154,60.53
2020-02-13,U00004,1000137,85.12
2020-06-05,U00417,1000075,83.7
2020-08-22,U00233,1000037,61.54
2020-03-24,U00340,1000179,8.23
2020-06-10,U00257,1000176,16.61
2020-12-19,U00244,1000161,82.9
2020-08-10,U00360,1000096,10.53
2020-06-05,U00423,1000183,24.8
2020-12-26,U00115,1000179,74.16
2020-03-28,U00249,1000186,41.83
2020-11-28,U00081,1000005,56.51
2020-06-14,U00347,1000121,98.09
2020-07-13,U00036,1000135,73.31
2020-05-23,U00472,1000049,70.9
2020-09-13,U00049,1000033,35.4
2020-10-28,U00412,1000013,84.88
2020-12-10,U00234,1000167,20.39
2020-03-15,U00356,1000123,32.36
2020-03-07,U00111,1000191,23.39
2020-11-01,U00185,1000185,85.48
2020-02-22,U00402,1000037,40.4
2020-07-22,U00430,1000043,92.04
2020-02-12,U00498,1000121,21.89
2020-01-04,U00263,1000166,36.82
2020-07-05,U00321,1000184,42.98
2020-01-04,U00123,1000101,50.93
2020-12-20,U00488,1000044,66.36
2020-07-25,U00354,1000171,66.9
2020-08-28,U00418,1000166,40.92
2020-11-21,U00227,1000094,6.09
2020-02-03,U00062,1000125,65.29
2020-09-08,U00011,1000150,58.86
2020-10-16,U00140,1000177,75.06
2020-10-06,U00196,1000123,99.0
2020-12-14,U00152,1000146,16.77
2020-06-03,U00365,1000137,22.38
2020-12-01,U00201,1000142,81.84
2020-09-16,U00032,1000132,83.69
2020-09-23,U00419,1000166,16.66
2020-04-22,U00459,1000030,21.98
2020-10-23,U00092,1000001,57.14
2020-06-04,U00020,1000032,59.06
2020-11-06,U00044,1000143,29.14
2020-01-03,U00063,1000129,33.07
2020-09-06,U00216,1000168,5.01
2020-05-02,U00484,1000132,90.03
2020-05-22,U00273,1000113,18.15
2020-08-23,U00160,1000133,90.61
2020-06-20,U00275,1000130,24.72
2020-02-22,U00419,1000011,27.29
2020-04-05,U00153,1000055,95.0
2020-10-18,U00110,1000151,38.75
2020-03-24,U00318,1000108,11.99
2020-05-09,U00195,1000166,89.94
2020-07-15,U00042,1000065,68.59
2020-12-05,U00274,1000052,11.63
2020-12-09,U00324,1000178,65.68
2020-12-12,U00288,1000168,65.89
2020-09-20,U00083,1000107,82.23
2020-06-26,U00222,1000097,7.44
2020-10-08,U00039,1000069,16.71
2020-02-22,U00280,1000104,11.2
2020-11-03,U00185,1000085,78.14
2020-03-28,U00408,1000057,30.72
2020-02-13,U00496,1000056,40.59
2020-02-26,U00473,1000031,21.52
2020-12-10,U00301,1000125,13.98
2020-06-23,U00292,1000072,56.84
2020-10-04,U00459,1000012,21.05
2020-07-06,U00176,1000189,68.71
2020-09-18,U00304,1000103,49.83
2020-03-09,U00004,1000175,53.28
2020-03-22,U00064,1000036,40.61
2020-12-09,U00027,1000185,65.08
2020-06-23,U00398,1000063,68.75
2020-07-23,U00234,1000046,46.26
2020-06-26,U00239,1000128,31.96
2020-07-17,U00482,1000183,87.85
2020-04-10,U00325,1000022,94.06
2020-07-25,U00160,1000023,64.66
2020-02-24,U00122,1000023,20.52
2020-01-03,U00380,1000073,57.09
2020-08-26,U00447,1000002,95.44
2020-07-22,U00260,1000187,17.82
2020-08-17,U00350,1000173,88.48
2020-12-04,U00207,1000003,62.93
2020-12-01,U00365,1000108,71.04
2020-12-12,U00125,1000189,67.15
2020-09-22,U00311,1000010,62.09
2020-03-22,U00476,1000195,54.21
2020-04-06,U00038,1000093,83.9
2020-09-12,U00487,1000013,44.74
2020-07-06,U00191,1000028,36.77
2020-11-08,U00425,1000138,84.97
2020-02-10,U00153,1000123,32.59
2020-04-01,U00377,1000161,58.47
2020-04-10,U00475,1000164,53.46
2020-01-15,U00456,1000158,84.75
2020-01-12,U00003,1000157,48.27
2020-05-12,U00054,1000001,37.87
2020-12-06,U00205,1000090,5.83
2020-07-16,U00101,1000021,54.74
2020-03-14,U00063,1000124,5.65
2020-11-09,U00115,1000120,42.16
2020-05-12,U00219,1000046,55.42
2020-05-04,U00224,1000168,83.9
2020-03-05,U00181,1000191,45.79
2020-06-28,U00363,1000050,15.4
2020-05-02,U00068,1000101,44.58
2020-06-02,U00082,1000170,23.71
2020-08-22,U00136,1000030,44.58
2020-09-16,U00409,1000174,72.15
2020-06-25,U00391,1000199,87.89
2020-09-24,U00472,1000189,84.25
2020-07-05,U00056,1000027,79.52
2020-03-05,U00176,1000128,6.28
2020-11-08,U00026,1000173,83.0
2020-07-20,U00377,1000002,45.83
2020-05-10,U00248,1000021,76.52
2020-04-20,U00078,1000186,53.06
2020-04-09,U00392,1000029,86.23
2020-12-08,U00341,1000109,23.65
2020-12-26,U00414,1000026,70.91
2020-09-20,U00092,1000048,98.3
2020-10-21,U00324,1000038,26.56
2020-03-13,U00019,1000070,98.1
2020-03-14,U00009,1000157,23.77
2020-01-13,U00208,1000134,33.81
2020-11-08,U00113,1000086,45.05
2020-01-17,U00218,1000164,9.86
2020-02-09,U00186,1000071,93.64
2020-12-14,U00126,1000081,89.14
2020-03-02,U00000,1000013,67.08
2020-06-07,U00146,1000120,31.33
2020-10-04,U00220,1000047,28.71
2020-08-12,U00171,1000077,15.48
2020-11-01,U00349,1000141,77.42
2020-03-11,U00184,1000189,81.14
2020-12-25,U00301,1000135,61.84
2020-04-21,U00141,1000053,59.93
2020-02-04,U00066,1000161,74.8
2020-02-02,U00300,1000167,81.84
2020-04-23,U00228,1000025,12.04
2020-09-20,U00175,1000077,73.18
2020-04-18,U00369,1000039,9.12
2020-04-14,U00281,1000182,28.74
2020-09-12,U00458,1000093,47.16
2020-12-04,U00466,1000111,11.36
2020-07-17,U00476,1000128,79.34
2020-03-20,U00140,1000178,95.94
2020-05-02,U00489,1000144,10.71
2020-12-07,U00379,1000101,51.53
2020-09-28,U00262,1000019,20.56
2020-09-13,U00287,1000199,41.68
2020-10-09,U00105,1000047,5.34
2020-10-07,U00303,1000178,5.83
2020-09-15,U00257,1000181,72.73
2020-05-10,U00436,1000056,32.86
2020-05-18,U00060,1000043,26.05
2020-09-08,U00149,1000010,65.12
2020-05-05,U00138,1000013,65.39
2020-04-27,U00107,1000136,15.92
2020-11-12,U00323,1000154,96.39
2020-06-03,U00484,1000180,88.09
2020-05-24,U00068,1000104,89.44
2020-05-11,U00029,1000160,81.7
2020-06-08,U00374,1000071,21.61
2020-01-18,U00336,1000199,93.27
2020-10-04,U00369,1000190,69.68
2020-11-09,U00445,1000160,64.62
2020-09-07,U00418,1000113,25.74
2020-05-07,U00297,1000161,80.93
2020-07-05,U00228,1000059,73.6
2020-07-12,U00075,1000122,13.81
2020-03-15,U00094,1000045,22.75
2020-08-24,U00092,1000165,31.51
2020-05-06,U00453,1000045,81.84
2020-11-20,U00096,1000017,18.49
2020-07-08,U00232,1000165,96.22
2020-02-24,U00269,1000035,73.32
2020-01-20,U00051,1000096,41.1
2020-02-27,U00006,1000195,83.07
2020-01-05,U00127,1000197,12.86
2020-03-21,U00307,1000003,79.49
2020-01-26,U00054,1000138,74.2
2020-06-28,U00362,1000021,24.02
2020-08-25,U00288,1000113,81.65
2020-05-11,U00245,1000039,27.92
2020-09-23,U00136,1000160,56.1
2020-01-27,U00022,1000026,56.2
2020-02-17,U00453,1000106,18.33
2020-04-01,U00116,1000109,41.23
2020-06-21,U00146,1000057,91.64
2020-11-13,U00351,1000183,82.34
2020-02-16,U00086,1000028,26.11
2020-05-12,U00039,1000157,36.37
2020-06-03,U00458,1000011,61.82
2020-03-14,U00271,1000085,61.36
2020-11-14,U00076,1000170,69.59
2020-10-27,U00146,1000089,87.29
2020-05-16,U00338,1000094,92.69
2020-12-26,U00039,1000000,86.0
2020-03-25,U00335,1000037,35.1
2020-07-15,U00369,1000122,81.58
2020-02-19,U00218,1000186,31.18
2020-02-11,U00065,1000046,77.15
2020-06-11,U00253,1000108,50.24
2020-07-20,U00406,1000162,36.35
